2023-06-17 00:00:38.091  INFO 24896 --- [main] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2023-06-17 00:00:38.091  INFO 24896 --- [main] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2023-06-17 00:00:38.092  INFO 24896 --- [main] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
2023-06-17 00:00:38.225  INFO 24896 --- [main] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1686931238102_127.0.0.1_57109
2023-06-17 00:00:38.225  INFO 24896 --- [main] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-06-17 00:00:38.225  INFO 24896 --- [com.alibaba.nacos.client.remote.worker] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4]Notify connected event to listeners.
2023-06-17 00:00:38.225  INFO 24896 --- [main] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
2023-06-17 00:00:38.225  INFO 24896 --- [com.alibaba.nacos.client.remote.worker] com.alibaba.nacos.client.naming          : Grpc connection connect
2023-06-17 00:00:38.247  INFO 24896 --- [main] com.alibaba.nacos.client.naming          : init new ips(0) service: DEFAULT_GROUP@@ship-server@@DEFAULT -> []
2023-06-17 00:00:38.259  INFO 24896 --- [main] com.alibaba.nacos.client.naming          : current ips:(0) service: DEFAULT_GROUP@@ship-server@@DEFAULT -> []
2023-06-17 00:00:38.285  INFO 24896 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8083 (http) with context path ''
2023-06-17 00:00:38.291  INFO 24896 --- [main] com.alibaba.nacos.client.naming          : [REGISTER-SERVICE] public registering service ship-server with instance Instance{instanceId='null', ip='192.168.67.248', port=8083, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
2023-06-17 00:00:38.302  INFO 24896 --- [main] c.a.c.n.registry.NacosServiceRegistry    : nacos registry, DEFAULT_GROUP ship-server 192.168.67.248:8083 register finished
2023-06-17 00:00:38.853  INFO 24896 --- [nacos-grpc-client-executor-9] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4]receive server push request,request=NotifySubscriberRequest,requestId=2
2023-06-17 00:00:38.855  INFO 24896 --- [nacos-grpc-client-executor-9] com.alibaba.nacos.client.naming          : init new ips(1) service: DEFAULT_GROUP@@ship-server -> [{"ip":"192.168.67.248","port":8083,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ship-server","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
2023-06-17 00:00:38.856  INFO 24896 --- [nacos-grpc-client-executor-9] com.alibaba.nacos.client.naming          : current ips:(1) service: DEFAULT_GROUP@@ship-server -> [{"ip":"192.168.67.248","port":8083,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ship-server","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
2023-06-17 00:00:38.858  INFO 24896 --- [nacos-grpc-client-executor-9] com.alibaba.nacos.common.remote.client   : [3dfaa687-9cfb-4a4e-9a9b-2ef150d929c4]ack server push request,request=NotifySubscriberRequest,requestId=2
2023-06-17 00:00:38.956  INFO 24896 --- [main] o.e.shipserver.ShipServerApplication     : Started ShipServerApplication in 8.251 seconds (JVM running for 10.2)
2023-06-17 00:00:38.959  INFO 24896 --- [main] c.a.n.client.config.impl.ClientWorker    : [config_rpc_client] [subscribe] ship-server.properties+DEFAULT_GROUP
2023-06-17 00:00:38.959  INFO 24896 --- [main] c.a.nacos.client.config.impl.CacheData   : [config_rpc_client] [add-listener] ok, tenant=, dataId=ship-server.properties, group=DEFAULT_GROUP, cnt=1
2023-06-17 00:00:38.960  INFO 24896 --- [main] c.a.n.client.config.impl.ClientWorker    : [config_rpc_client] [subscribe] ship-server+DEFAULT_GROUP
2023-06-17 00:00:38.960  INFO 24896 --- [main] c.a.nacos.client.config.impl.CacheData   : [config_rpc_client] [add-listener] ok, tenant=, dataId=ship-server, group=DEFAULT_GROUP, cnt=1
2023-06-17 00:00:39.255  INFO 24896 --- [com.alibaba.nacos.client.naming.updater.0] com.alibaba.nacos.client.naming          : new ips(1) service: DEFAULT_GROUP@@ship-server@@DEFAULT -> [{"ip":"192.168.67.248","port":8083,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ship-server","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
2023-06-17 00:00:39.255  INFO 24896 --- [com.alibaba.nacos.client.naming.updater.0] com.alibaba.nacos.client.naming          : current ips:(1) service: DEFAULT_GROUP@@ship-server@@DEFAULT -> [{"ip":"192.168.67.248","port":8083,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ship-server","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
2023-06-17 00:02:16.133  INFO 24896 --- [http-nio-8083-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-17 00:02:16.133  INFO 24896 --- [http-nio-8083-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2023-06-17 00:02:16.138  INFO 24896 --- [http-nio-8083-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 5 ms
2023-06-17 00:02:16.272  INFO 24896 --- [http-nio-8083-exec-1] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2023-06-17 00:02:16.450  INFO 24896 --- [http-nio-8083-exec-1] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2023-06-17 00:02:16.509  INFO 24896 --- [http-nio-8083-exec-1] o.e.s.controller.ShipController          : getAllShips() use successful!
2023-06-17 00:02:39.187  WARN 24896 --- [Thread-1] c.a.n.common.http.HttpClientBeanHolder   : [HttpClientBeanHolder] Start destroying common HttpClient
2023-06-17 00:02:39.187  WARN 24896 --- [Thread-5] c.a.nacos.common.notify.NotifyCenter     : [NotifyCenter] Start destroying Publisher
2023-06-17 00:02:39.188  WARN 24896 --- [Thread-5] c.a.nacos.common.notify.NotifyCenter     : [NotifyCenter] Destruction of the end
2023-06-17 00:02:39.188  WARN 24896 --- [Thread-1] c.a.n.common.http.HttpClientBeanHolder   : [HttpClientBeanHolder] Destruction of the end
2023-06-17 00:02:39.248  INFO 24896 --- [SpringContextShutdownHook] o.s.s.c.ThreadPoolTaskScheduler          : Shutting down ExecutorService 'Nacos-Watch-Task-Scheduler'
2023-06-17 00:02:39.255  INFO 24896 --- [SpringContextShutdownHook] c.a.c.n.registry.NacosServiceRegistry    : De-registering from Nacos Server now...
2023-06-17 00:02:39.255  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : [DEREGISTER-SERVICE] public deregistering service ship-server with instance: Instance{instanceId='null', ip='192.168.67.248', port=8083, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={}}
2023-06-17 00:02:39.262  INFO 24896 --- [SpringContextShutdownHook] c.a.c.n.registry.NacosServiceRegistry    : De-registration finished.
2023-06-17 00:02:39.262  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
2023-06-17 00:02:39.262  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
2023-06-17 00:02:39.262  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
2023-06-17 00:02:39.262  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
2023-06-17 00:02:39.262  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
2023-06-17 00:02:39.262  INFO 24896 --- [SpringContextShutdownHook] com.alibaba.nacos.client.naming          : com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
2023-06-17 00:02:39.267  INFO 24896 --- [com.alibaba.nacos.client.naming.updater.1] com.alibaba.nacos.client.naming          : update task is stopped, service:DEFAULT_GROUP@@ship-server, clusters:DEFAULT
